group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,1054739.0,ns,36
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,2163912.0,ns,72
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,4343544.0,ns,108
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,4170111.0,ns,144
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,5534096.0,ns,180
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,7075692.0,ns,216
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,8327917.0,ns,252
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,8976071.0,ns,288
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,9660206.0,ns,324
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,11183671.0,ns,360
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,11938552.0,ns,396
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,12657381.0,ns,432
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,13415838.0,ns,468
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,14497510.0,ns,504
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,13938423.0,ns,540
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,14650937.0,ns,576
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,15699094.0,ns,612
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,16800425.0,ns,648
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,17900083.0,ns,684
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,18657970.0,ns,720
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,19457178.0,ns,756
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,22185905.0,ns,792
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,20896380.0,ns,828
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,21887341.0,ns,864
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,23013982.0,ns,900
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,23715068.0,ns,936
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,24709176.0,ns,972
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,25210721.0,ns,1008
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,27550655.0,ns,1044
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,29915181.0,ns,1080
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,31340642.0,ns,1116
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,32249556.0,ns,1152
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,35453528.0,ns,1188
no_attr_vs_comp,Complement Attr (Degenerate order),4,,,36371451.0,ns,1224
